event_name,began_local,estimated_end_local,venue_name,address,city,country,segment,genre,description,estimated_attendance,event_url
Dance Gavin Dance - Europe Tour 2026,2026-09-03T20:00:00+02:00,2026-09-03T23:00:00+02:00,Columbia Theater,Columbiadamm 9-11,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1795,https://www.ticketmaster.de/event/dance-gavin-dance-europe-tour-2026-tickets/279279239?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-03T20:00:00+02:00,2026-09-03T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,648,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Brews Cruise Vol. 4 – Deutsch: Tradition trifft Rebellion,2026-09-04T06:00:00+02:00,2026-09-04T08:00:00+02:00,Schiffsanlegestelle,Märkisches Ufer 48,Berlin,Germany,Miscellaneous,Food & Drink,Segment: Miscellaneous | Genre: Food & Drink,479,https://www.universe.com/events/brews-cruise-vol-4-deutsch-tradition-trifft-rebellion-tickets-6VWHQ8?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-04T16:00:00+02:00,2026-09-04T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,419,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/842869831?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-04T19:00:00+02:00,2026-09-04T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,676,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Lachkater Open Air Stand Up Comedy Show Luftschloss Tempelhofer Feld,2026-09-04T19:30:00+02:00,2026-09-04T21:30:00+02:00,Luftschloss Tempelhofer Feld,Tempelhofer Damm 85,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,738,https://www.universe.com/events/lachkater-open-air-stand-up-comedy-show-luftschloss-tempelhofer-feld-tickets-XD15QP?ref=ticketmaster
Romeo & Julia,2026-09-04T19:30:00+02:00,2026-09-04T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,545,https://www.ticketmaster.de/event/romeo--julia-tickets/1352632209?language=en-us
Alex Spencer - These Will Be The Days European Tour 2026,2026-09-04T20:00:00+02:00,2026-09-04T23:00:00+02:00,,Skalitzer Straße 85-86,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1942,https://www.ticketmaster.de/event/alex-spencer-these-will-be-the-days-european-tour-2026-tickets/2034131029?language=en-us
Cirque du Soleil ALIZÉ,2026-09-04T20:00:00+02:00,2026-09-04T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,779,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1605470954?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-04T21:00:00+02:00,2026-09-04T23:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,525,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Brews Cruise Vol. 5 – The Big Collab Cruise,2026-09-05T14:00:00+02:00,2026-09-05T16:00:00+02:00,Schiffsanlegestelle,Märkisches Ufer 48,Berlin,Germany,Miscellaneous,Food & Drink,Segment: Miscellaneous | Genre: Food & Drink,427,https://www.universe.com/events/brews-cruise-vol-5-the-big-collab-cruise-tickets-FZG63L?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-05T16:00:00+02:00,2026-09-05T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,647,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1734683663?language=en-us
Brews Cruise Vol. 6 – One Last Ride: All Stars. All Beers. All Night.,2026-09-05T18:00:00+02:00,2026-09-05T20:00:00+02:00,Schiffsanlegestelle,Märkisches Ufer 48,Berlin,Germany,Miscellaneous,Food & Drink,Segment: Miscellaneous | Genre: Food & Drink,457,https://www.universe.com/events/brews-cruise-vol-6-one-last-ride-all-stars-all-beers-all-night-tickets-2X3RWY?ref=ticketmaster
A night with Sinatra in Berlin,2026-09-05T19:30:00+02:00,2026-09-05T21:30:00+02:00,,Budapester Straße 45,Berlin,Germany,Arts & Theatre,Fine Art,Segment: Arts & Theatre | Genre: Fine Art,683,https://www.universe.com/events/a-night-with-sinatra-in-berlin-tickets-F5DCYB?ref=ticketmaster
Jeder stirbt für sich allein,2026-09-05T19:30:00+02:00,2026-09-05T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,707,https://www.ticketmaster.de/event/jeder-stirbt-fur-sich-allein-tickets/682662073?language=en-us
Cirque du Soleil ALIZÉ,2026-09-05T20:00:00+02:00,2026-09-05T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,767,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/925966369?language=en-us
Cirque du Soleil ALIZÉ,2026-09-06T13:00:00+02:00,2026-09-06T15:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,486,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/190195587?language=en-us
Cirque du Soleil ALIZÉ,2026-09-06T17:00:00+02:00,2026-09-06T19:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,604,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/34296694?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-06T19:00:00+02:00,2026-09-06T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,540,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Foy Vance - The Wake World Tour,2026-09-06T19:00:00+02:00,2026-09-06T22:00:00+02:00,,Karl-Marx-Straße 141,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,2203,https://www.ticketmaster.de/event/foy-vance-the-wake-world-tour-tickets/864291986?language=en-us
Kalimba: Íntimo Tour Deluxe | Berlín,2026-09-06T20:00:00+02:00,2026-09-06T23:00:00+02:00,,Schönhauser Allee 36,Berlin,Germany,Music,Latin,Segment: Music | Genre: Latin,2135,https://www.universe.com/events/kalimba-intimo-tour-deluxe-berlin-tickets-5X401Z?ref=ticketmaster
Khamari - To Dry a Tear Tour,2026-09-06T20:00:00+02:00,2026-09-06T23:00:00+02:00,,Nollendorfplatz 5,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,1840,https://www.ticketmaster.de/event/khamari-to-dry-a-tear-tour-tickets/745640527?language=en-us
WIR ARBEITEN DRAN - Stand-up Comedy Berlin,2026-09-07T20:00:00+02:00,2026-09-07T22:00:00+02:00,Oblomov Kreuzkoelln,Lenaustraße 7,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,711,https://www.universe.com/events/wir-arbeiten-dran-stand-up-comedy-berlin-tickets-LF359S?ref=ticketmaster
Lachkater - die Stand Up Comedy Show,2026-09-09T20:00:00+02:00,2026-09-09T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,764,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-10T18:30:00+02:00,2026-09-10T20:30:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,821,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1109282205?language=en-us
Jacob Collier - The Light For Days Tour,2026-09-10T19:00:00+02:00,2026-09-10T22:00:00+02:00,,Friedrichstraße 101,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1750,https://www.ticketmaster.de/event/jacob-collier-the-light-for-days-tour-tickets/1035892121?language=en-us
Jacob Collier,2026-09-10T19:00:00+02:00,2026-09-10T22:00:00+02:00,Admiralspalast,Friedrichstrasse 101,Berlin,Germany,Music,Other,Segment: Music | Genre: Other,2237,https://www.ticketmaster.com/event/Z7r9jZ1A7-S8z
Lachkater - die Stand Up Comedy Show,2026-09-10T20:00:00+02:00,2026-09-10T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,751,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-11T16:00:00+02:00,2026-09-11T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,641,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/646939848?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-11T19:00:00+02:00,2026-09-11T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,381,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
zeyne - AWDA EU Tour 2026,2026-09-11T20:00:00+02:00,2026-09-11T23:00:00+02:00,,Holzmarktstraße 25,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,2285,https://www.ticketmaster.de/event/zeyne-awda-eu-tour-2026-tickets/1140402887?language=en-us
Cirque du Soleil ALIZÉ,2026-09-11T20:00:00+02:00,2026-09-11T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,600,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1052251995?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-11T21:00:00+02:00,2026-09-11T23:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,612,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Depeche-Mode-Fantour Berlin: XXL-Special,2026-09-12T10:00:00+02:00,2026-09-12T12:00:00+02:00,,Invalidenstraße,Berlin,Germany,Miscellaneous,Undefined,Segment: Miscellaneous | Genre: Undefined,418,https://www.universe.com/events/depeche-mode-fantour-berlin-xxl-special-tickets-RBM3T9?ref=ticketmaster
Depeche-Mode-Fantour Berlin,2026-09-12T15:00:00+02:00,2026-09-12T17:00:00+02:00,,Invalidenstraße,Berlin,Germany,Miscellaneous,Undefined,Segment: Miscellaneous | Genre: Undefined,475,https://www.universe.com/events/depeche-mode-fantour-berlin-tickets-WXZKBM?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-12T16:00:00+02:00,2026-09-12T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,568,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1070767006?language=en-us
A night with Sinatra in Berlin,2026-09-12T19:30:00+02:00,2026-09-12T21:30:00+02:00,,Budapester Straße 45,Berlin,Germany,Arts & Theatre,Fine Art,Segment: Arts & Theatre | Genre: Fine Art,636,https://www.universe.com/events/a-night-with-sinatra-in-berlin-tickets-F5DCYB?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-12T20:00:00+02:00,2026-09-12T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,629,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/2021845430?language=en-us
Ásgeir - EU Tour 2026,2026-09-12T20:00:00+02:00,2026-09-12T23:00:00+02:00,,Hermannstraße 146,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,2072,https://www.ticketmaster.de/event/asgeir-eu-tour-2026-tickets/1101918897?language=en-us
Feng - Weekend Rockstar Tour,2026-09-12T20:00:00+02:00,2026-09-12T23:00:00+02:00,Columbia Theater,Columbiadamm 9-11,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,1738,https://www.ticketmaster.de/event/feng-weekend-rockstar-tour-tickets/661478116?language=en-us
Cirque du Soleil ALIZÉ,2026-09-13T13:00:00+02:00,2026-09-13T15:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,657,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1464954372?language=en-us
Cirque du Soleil ALIZÉ,2026-09-13T17:00:00+02:00,2026-09-13T19:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,489,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1887372979?language=en-us
Friendly Fire - LIVE 2026,2026-09-13T19:00:00+02:00,2026-09-13T21:00:00+02:00,Tempodrom Kleine Arena,Möckernstraße 10,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,586,https://www.ticketmaster.de/event/friendly-fire-live-2026-tickets/162221645?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-13T19:00:00+02:00,2026-09-13T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,661,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
10 Years of 6LACK Tour,2026-09-13T20:00:00+02:00,2026-09-13T23:00:00+02:00,,Hasenheide 107 - 113,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,2223,https://www.ticketmaster.de/event/10-years-of-6lack-tour-tickets/209650787?language=en-us
WIR ARBEITEN DRAN - Stand-up Comedy Berlin,2026-09-14T20:00:00+02:00,2026-09-14T22:00:00+02:00,Oblomov Kreuzkoelln,Lenaustraße 7,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,532,https://www.universe.com/events/wir-arbeiten-dran-stand-up-comedy-berlin-tickets-LF359S?ref=ticketmaster
RAWAYANA - ¿Dónde Es El After? World Tour,2026-09-14T20:00:00+02:00,2026-09-14T23:00:00+02:00,,Columbiadamm 13 - 21,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1863,https://www.ticketmaster.de/event/rawayana-donde-es-el-after-world-tour-tickets/1026692875?language=en-us
Apache 207 | Box seat in the Ticketmaster Suite,2026-09-15T20:00:00+02:00,2026-09-15T23:00:00+02:00,Uber Arena,Uber-Platz 1,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,2136,https://www.ticketmaster.de/event/apache-207-%7C-box-seat-in-the-ticketmaster-suite-tickets/1971059887?language=en-us
Drug Church,2026-09-15T20:00:00+02:00,2026-09-15T23:00:00+02:00,,Schönhauser Allee 36,Berlin,Germany,Music,Alternative,Segment: Music | Genre: Alternative,1906,https://www.ticketmaster.de/event/drug-church-tickets/1715101346?language=en-us
GANS - The Evolution Tour,2026-09-15T20:00:00+02:00,2026-09-15T23:00:00+02:00,,Schönhauser Allee 36,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1758,https://www.ticketmaster.de/event/gans-the-evolution-tour-tickets/20006786?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-16T20:00:00+02:00,2026-09-16T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,674,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Apache 207 | Box seat in the Ticketmaster Suite,2026-09-16T20:00:00+02:00,2026-09-16T23:00:00+02:00,Uber Arena,Uber-Platz 1,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,1222,https://www.ticketmaster.de/event/apache-207-%7C-box-seat-in-the-ticketmaster-suite-tickets/781042039?language=en-us
Cirque du Soleil ALIZÉ,2026-09-17T18:30:00+02:00,2026-09-17T20:30:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,641,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1993423473?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-17T20:00:00+02:00,2026-09-17T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,627,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
WITCHZ presents ENTER AFTERLIFE World Tour 2026,2026-09-17T20:00:00+02:00,2026-09-17T23:00:00+02:00,,Obentrautstraße 19-21,Berlin,Germany,Music,Alternative,Segment: Music | Genre: Alternative,1952,https://www.ticketmaster.de/event/witchz-presents-enter-afterlife-world-tour-2026-tickets/779447506?language=en-us
Cirque du Soleil ALIZÉ,2026-09-18T16:00:00+02:00,2026-09-18T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,756,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/704089811?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-18T19:00:00+02:00,2026-09-18T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,632,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-18T20:00:00+02:00,2026-09-18T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,639,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/442847180?language=en-us
Ella Mai - Do You Still Love Me? 2026 Tour,2026-09-18T20:00:00+02:00,2026-09-18T23:00:00+02:00,,Hasenheide 107 - 113,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,1258,https://www.ticketmaster.de/event/ella-mai-do-you-still-love-me-2026-tour-tickets/9705079?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-18T21:00:00+02:00,2026-09-18T23:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,715,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Lachkater Waffeln & Comedy,2026-09-19T15:00:00+02:00,2026-09-19T17:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,553,https://www.universe.com/events/lachkater-waffeln-comedy-tickets-Z5C91L?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-19T16:00:00+02:00,2026-09-19T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,645,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/147784106?language=en-us
Lachkater Waffeln & Comedy,2026-09-19T17:00:00+02:00,2026-09-19T19:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,650,https://www.universe.com/events/lachkater-waffeln-comedy-tickets-Z5C91L?ref=ticketmaster
A night with Sinatra in Berlin,2026-09-19T19:30:00+02:00,2026-09-19T21:30:00+02:00,,Budapester Straße 45,Berlin,Germany,Arts & Theatre,Fine Art,Segment: Arts & Theatre | Genre: Fine Art,682,https://www.universe.com/events/a-night-with-sinatra-in-berlin-tickets-F5DCYB?ref=ticketmaster
Isabel van Gelder - EU & UK TOUR 2026,2026-09-19T19:30:00+02:00,2026-09-19T22:30:00+02:00,,Cuvrystraße 7,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1437,https://www.ticketmaster.de/event/isabel-van-gelder-eu--uk-tour-2026-tickets/817016946?language=en-us
Cirque du Soleil ALIZÉ,2026-09-19T20:00:00+02:00,2026-09-19T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,674,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1035328106?language=en-us
Zackavelli - MASI 2 TOUR,2026-09-19T20:00:00+02:00,2026-09-19T23:00:00+02:00,,Revaler Straße 99,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,2101,https://www.ticketmaster.de/event/zackavelli-masi-2-tour-tickets/1610750766?language=en-us
TJARK - auch wenn’s uns morgen nicht mehr gibt Tour 2026,2026-09-19T20:00:00+02:00,2026-09-19T23:00:00+02:00,,Hasenheide 107 - 113,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1591,https://www.ticketmaster.de/event/tjark-auch-wenns-uns-morgen-nicht-mehr-gibt-tour-2026-tickets/115947631?language=en-us
"ALL THE FEELINGS TOUR with METRIC, BROKEN SOCIAL SCENE, AND STARS",2026-09-19T20:00:00+02:00,2026-09-19T23:00:00+02:00,,Columbiadamm 13 - 21,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1802,https://www.ticketmaster.de/event/all-the-feelings-tour-with-metric-broken-social-scene-and-stars-tickets/359751164?language=en-us
Ultra Night - Depeche Mode Party Berlin,2026-09-19T21:00:00+02:00,2026-09-19T23:00:00+02:00,,Im U-Bhf. Schlesisches Tor,Berlin,Germany,Miscellaneous,Undefined,Segment: Miscellaneous | Genre: Undefined,624,https://www.universe.com/events/ultra-night-depeche-mode-party-berlin-tickets-BFYW1M?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-20T13:00:00+02:00,2026-09-20T15:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,656,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/458185163?language=en-us
Lachkater Waffeln & Comedy,2026-09-20T15:00:00+02:00,2026-09-20T17:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,458,https://www.universe.com/events/lachkater-waffeln-comedy-tickets-Z5C91L?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-09-20T17:00:00+02:00,2026-09-20T19:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,795,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/939974875?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-20T19:00:00+02:00,2026-09-20T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,600,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
WIR ARBEITEN DRAN - Stand-up Comedy Berlin,2026-09-21T20:00:00+02:00,2026-09-21T22:00:00+02:00,Oblomov Kreuzkoelln,Lenaustraße 7,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,783,https://www.universe.com/events/wir-arbeiten-dran-stand-up-comedy-berlin-tickets-LF359S?ref=ticketmaster
Lilyisthatyou - THE FLOWERS HAVE FEELINGS TOUR,2026-09-21T20:00:00+02:00,2026-09-21T23:00:00+02:00,,Hermannstraße 146,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1737,https://www.ticketmaster.de/event/lilyisthatyou-the-flowers-have-feelings-tour-tickets/1142929684?language=en-us
"overpass - Elsewhere, Always Album Tour Europe",2026-09-21T20:00:00+02:00,2026-09-21T23:00:00+02:00,,Schönhauser Allee 36,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1676,https://www.ticketmaster.de/event/overpass-elsewhere-always-album-tour-europe-tickets/762941714?language=en-us
